,Symbol,ShortName,SocialCreditCode,CustomerFlag,full_name,customer_code
1574,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NDE2MDI4NzQwMQ=='
1575,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NTc0NDI2MTU3MA=='
1576,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'ODUxMTA4MDkxMg=='
1577,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NTMyNTAzOTM1NA=='
1578,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NzU3NTQxOTE5NQ=='
1579,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'OTUxMDY1NTc4NQ=='
1580,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'MDIwMDAwNzc0Ng=='
1581,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'MDIwMDAxNDIyOQ=='
1582,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NzU2MTIyMzMzNg=='
1583,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'OTkxMTE1ODEzNg=='
1584,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NTE5MjU3MjU2Mw=='
1585,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'MzcxMjY2NTI5OQ=='
1586,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NTkxMTg2OTA1Ng=='
1587,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NTUxMzc1NzY4Mg=='
1588,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'MzUxMDg1NjM0OQ=='
1589,002791,坚朗五金,914419007520851901,1,广东坚朗五金制品股份有限公司,b'NzcxMTAxMzY2Mg=='
1590,300352,北信源,91110000101967333M,1,北京北信源软件股份有限公司,b'MDI3NjY5MzE1OA=='
1591,600787,中储股份,91120000103070984E,1,中储发展股份有限公司,b'MDIyNTk1OTg2MA=='
1592,600787,中储股份,91120000103070984E,1,中储发展股份有限公司,b'MDIyNTk1OTg2Mw=='
1593,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'MzcxMjY2Njg4NA=='
1594,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'NTMxMzAyMDg1NQ=='
1595,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'NzkxMTQ5NTg5OQ=='
1596,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'MDI4NjYzNDI1Mw=='
1597,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'MzExMzI2OTc5NA=='
1598,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'MDI1NTA0MjcwMQ=='
1599,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'MzUxMTQ1MjUyNg=='
1600,601567,三星医疗,9133020079603386X0,1,宁波三星医疗电气股份有限公司,b'MDI5NDU2Njk1MQ=='
1601,002291,星期六,914406007417025524,1,星期六股份有限公司,b'MzE1MTk5Mjk0NQ=='
1602,002291,星期六,914406007417025524,1,星期六股份有限公司,b'NTc5NzQ0MTYyOA=='
1603,002291,星期六,914406007417025524,1,星期六股份有限公司,b'NDUxMTY2OTIyNQ=='
1604,002291,星期六,914406007417025524,1,星期六股份有限公司,b'MDIyMjI5ODM4MA=='
1605,002291,星期六,914406007417025524,1,星期六股份有限公司,b'MDIzMTg1Njg0MA=='
1606,002291,星期六,914406007417025524,1,星期六股份有限公司,b'MDI3MzM3MzY5MQ=='
1607,002280,联络互动,91330000740545604A,1,杭州联络互动信息科技股份有限公司,b'NTcxNTg3ODQ0OA=='
1608,002280,联络互动,91330000740545604A,1,杭州联络互动信息科技股份有限公司,b'MDEwNDE0NzgyOQ=='
1609,002280,联络互动,91330000740545604A,1,杭州联络互动信息科技股份有限公司,b'NzY5MDAxMDQ1NA=='
1610,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4Nw=='
1611,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5MA=='
1612,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwMg=='
1613,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxNw=='
1614,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4NQ=='
1615,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwMA=='
1616,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxNQ=='
1617,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDEyMjIzMw=='
1618,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4MA=='
1619,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5NQ=='
1620,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwNw=='
1621,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'ODU1MDE2NjA3NQ=='
1622,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4Mg=='
1623,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5Nw=='
1624,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwOQ=='
1625,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxMg=='
1626,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDEyMjIzMA=='
1627,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5Mg=='
1628,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwNA=='
1629,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxOQ=='
1630,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgyMg=='
1631,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDEyMjIzNw=='
1632,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'MzkzMDI5MTQ4OA=='
1633,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4NA=='
1634,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5OQ=='
1635,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxNA=='
1636,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDEyMjIyOQ=='
1637,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'ODU1MDE2NjA2NA=='
1638,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'MDI1NTA1MTYxNQ=='
1639,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwNg=='
1640,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxNg=='
1641,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MTkxMTM0Mw=='
1642,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU2MTIyMzczNQ=='
1643,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc3OA=='
1644,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5Ng=='
1645,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4OA=='
1646,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5MQ=='
1647,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgwMw=='
1648,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxOA=='
1649,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDEyMjIzNg=='
1650,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzcxMTAxOTE1OQ=='
1651,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc4Mw=='
1652,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5OA=='
1653,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDgxMw=='
1654,300197,铁汉生态,91440300731109149K,1,深圳市铁汉生态环境股份有限公司,b'NzU1MDA1NDc5Mw=='
1655,002642,荣之联,91110000802062406U,1,北京荣之联科技股份有限公司,b'NzU1MDA3OTQzNw=='
1656,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'MDI0NDQ2NzAwOA=='
1657,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'OTMxMTA0NzU0Ng=='
1658,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'NzcxMDIzOTQ0OQ=='
1659,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'NTUxMTY0MzczNw=='
1660,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'OTMxMTA0NDkxMg=='
1661,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'MDIwMDAyMzgxOQ=='
1662,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'NzYwMzk5MDEyMw=='
1663,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'NzY5ODY3MTQyNA=='
1664,300312,邦讯技术,91110000743314895B,1,邦讯技术股份有限公司,b'ODcxMjA1ODI1Ng=='
1665,600351,亚宝药业,91140000701108049W,1,亚宝药业集团股份有限公司,b'MDEwNDQ5ODg4Mg=='
1666,600351,亚宝药业,91140000701108049W,1,亚宝药业集团股份有限公司,b'MzU5MDIyMTc5Mw=='
1667,300449,汉邦高科,91110000767525590U,1,北京汉邦高科数字技术股份有限公司,b'MDEwNTE5MjE0OQ=='
1668,002661,克明面业,91430900617162624T,1,克明面业股份有限公司,b'MDEwNDczNTUwMA=='
1669,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTEwMzA3MzQ0NQ=='
1670,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTc5NzMyMDQ3NA=='
1671,603839,安正时尚,91330400676183847X,1,浙江玖姿服饰有限公司,b'OTMxMDgyMjQyMQ=='
1672,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcwMDMyMzU5NA=='
1673,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNzA4NTQ1OA=='
1674,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'OTMxMDg1Mjk0NQ=='
1675,603839,安正时尚,91330400676183847X,1,重庆北城天街摩萨克专柜,b'MDIzNDg0ODE3NA=='
1676,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDI5NDQ0MTExNQ=='
1677,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTEwMzM1MDkxMA=='
1678,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTMwMDExMjM3OQ=='
1679,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTMxMzAwODg1Ng=='
1680,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTczMjE2NjA3NA=='
1681,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTc5NzIwODI1Mg=='
1682,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'OTcxMDI3NDExMw=='
1683,603839,安正时尚,91330400676183847X,1,长春欧亚商都尹默专柜,b'NDMxMjY3MzMyMg=='
1684,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNzA4ODk1Mw=='
1685,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTczMjEwNTg0OA=='
1686,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTc1MjQ3MTE0OQ=='
1687,603839,安正时尚,91330400676183847X,1,成都高新伊藤洋华堂玖姿专柜,b'MDI4NjE0ODA2OA=='
1688,603839,安正时尚,91330400676183847X,1,重庆王府井百货（沙坪坝店）尹默专柜,b'MDIzNDg3ODg2Nw=='
1689,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDI0NDQ3NDEyNg=='
1690,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDI1MzY1NjU0MA=='
1691,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDI3NTgzMDc2Mg=='
1692,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDI5NDQ5Mjc1NA=='
1693,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTMxMzEzNjc2MQ=='
1694,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTczMjQ2MDIwMQ=='
1695,603839,安正时尚,91330400676183847X,1,潍坊谷德广场尹默专柜 ,b'NTM2MTI4Nzk4Ng=='
1696,603839,安正时尚,91330400676183847X,1,北京翠微牡丹园玖姿专柜,b'MDEwNDkwMzY1Nw=='
1697,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTE2MDU3MTk3MA=='
1698,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNzA4NTQ2MA=='
1699,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NzcxMDgwNjU5MA=='
1700,603839,安正时尚,91330400676183847X,1,成都建设伊藤洋华堂玖姿专柜,b'MDI4NjQyMjk4OA=='
1701,603839,安正时尚,91330400676183847X,1,重庆沙坪坝王府井斐娜晨,b'MDIzNDg3ODg3MA=='
1702,603839,安正时尚,91330400676183847X,1,太原天美名店摩萨克专柜,b'MzUxMTIxMzYwMQ=='
1703,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTMxMzAxMjczMQ=='
1704,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NjM1MDM2NDIwMw=='
1705,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNTkxNjUzMQ=='
1706,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNzA4MzMzMg=='
1707,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNzA4NTQ1OQ=='
1708,603839,安正时尚,91330400676183847X,1,重庆北城天街摩萨克专柜,b'MDIzNDg3ODg2Mg=='
1709,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTcxNzA4ODk1Mg=='
1710,603839,安正时尚,91330400676183847X,1,玖姿哈尔滨办事处,b'NDUxMzIwMDI0Mg=='
1711,603839,安正时尚,91330400676183847X,1,北京良乡华冠购物中心玖姿专柜,b'MDEwNTkxMzQwNw=='
1712,603839,安正时尚,91330400676183847X,1,呼和浩特维多利商厦尹默专柜,b'NDcxMDY4NzgyNA=='
1713,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NzMxMTczNTA0Ng=='
1714,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NzcxMDc0NTczNg=='
1715,603839,安正时尚,91330400676183847X,1,合肥银泰百货安正男装专柜,b'NTUxMzQ0NjE4Nw=='
1716,603839,安正时尚,91330400676183847X,1,吉林欧亚商都尹默专柜,b'NDMyMDM0MDk2MA=='
1717,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDIxNTA4NDczMg=='
1718,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'MDI1MjI5NzcyOA=='
1719,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTc2MjgxNDY5NA=='
1720,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTMxMzExMzAyMA=='
1721,603839,安正时尚,91330400676183847X,1,安正时尚集团股份有限公司,b'NTkxNTE4OTQzMA=='
1722,603839,安正时尚,91330400676183847X,1,成都时代奥特莱斯集合专柜（尹默）,b'MDI4NjMyMzg2MQ=='
1723,603839,安正时尚,91330400676183847X,1,郑州杉杉奥莱购物广场尹默专柜,b'MzcxMjI3ODAxNw=='
1724,600850,华东电脑,91310000132222692E,1,上海华东电脑股份有限公司,b'MDEwNTA4MDYxNw=='
1725,002066,瑞泰科技,911100007334480727,1,瑞泰科技股份有限公司,b'MDEwNTEyMzM0NA=='
1726,002029,七匹狼,91350000611520128M,1,福建七匹狼实业股份有限公司,b'NTkyMzUzODEwNw=='
1727,002065,东华软件,911100007226188818,1,东华软件股份公司,b'MDI3NjY5MzI1OQ=='
1728,002065,东华软件,911100007226188818,1,东华软件股份公司,b'MzcxMTcxNTk2Ng=='
1729,300238,冠昊生物,91440000707688515X,1,冠昊生物科技股份有限公司,b'MDEwNTU1NjE4Nw=='
1730,300238,冠昊生物,91440000707688515X,1,冠昊生物科技股份有限公司,b'MDIwMDAxMDMyMA=='
1731,300238,冠昊生物,91440000707688515X,1,冠昊生物科技股份有限公司,b'MDI5MTEwNDM1OA=='
1732,300238,冠昊生物,91440000707688515X,1,冠昊生物科技股份有限公司,b'MDIwNTU4MzcwNA=='
1733,300238,冠昊生物,91440000707688515X,1,冠昊生物科技股份有限公司,b'MDIwNDA1MzUwMQ=='
1734,000100,TCL集团,91441300195971850Y,1,TCL集团股份有限公司,b'NzU1MjU1NDUxNw=='
1735,000100,TCL集团,91441300195971850Y,1,TCL多媒体海外业务中心,b'NzU1MjU1NDcwNw=='
1736,000100,TCL集团,91441300195971850Y,1,TCL集团股份有限公司,b'NzU1MjU1NDU2Nw=='
1737,000100,TCL集团,91441300195971850Y,1,深圳么么哒互联通信有限公司(广东分公司),b'NzU1MjU1NjA3NA=='
1738,000100,TCL集团,91441300195971850Y,1,TCL集团股份有限公司,b'NzU1MjU1NDQ3OA=='
1739,000100,TCL集团,91441300195971850Y,1,深圳么么哒互联通信有限公司(深圳分公司),b'NzU1NjM3NTIxMQ=='
1740,603138,海量数据,911101086656289355,1,北京海量数据技术股份有限公司,b'MDIxNTE5MDQ5Nw=='
1741,603138,海量数据,911101086656289355,1,北京海量数据技术股份有限公司,b'NzU1MDA0MzcwOQ=='
1742,002153,石基信息,91110000634342985H,1,北京中长石基信息技术股份有限公司,b'MDIxMDE0NzU1Ng=='
1743,002153,石基信息,91110000634342985H,1,北京中长石基信息技术股份有限公司,b'MDI4Njc3ODc3Mw=='
1744,002153,石基信息,91110000634342985H,1,北京中长石基信息技术股份有限公司,b'MDI4Njc3ODYyMg=='
1745,002153,石基信息,91110000634342985H,1,北京中长石基信息技术股份有限公司,b'MDIwMDA0MTA1OQ=='
1746,002415,海康威视,91330000733796106P,1,杭州海康威视数字技术股份有限公司,b'NTcxNTg4NzQ1OA=='
1747,002415,海康威视,91330000733796106P,1,杭州海康威视数字技术股份有限公司,b'NzU1MDAxMDA1OA=='
1748,002415,海康威视,91330000733796106P,1,杭州海康威视数字技术股份有限公司,b'NTcxNTg4NzQ1Nw=='
1749,002415,海康威视,91330000733796106P,1,杭州海康威视数字技术股份有限公司,b'MDEwNTc3MjQzMg=='
1750,002415,海康威视,91330000733796106P,1,杭州海康威视数字技术股份有限公司,b'NTcxNTg4NzQ1OQ=='
1751,002415,海康威视,91330000733796106P,1,杭州海康威视数字技术股份有限公司,b'NTcxNTg4NzQ1Ng=='
1752,601099,太平洋,91530000757165982D,1,太平洋证券股份有限公司,b'ODcwMDExOTY3NQ=='
1753,601099,太平洋,91530000757165982D,1,太平洋证券股份有限公司,b'ODcxMjEzODc2Nw=='
1754,601099,太平洋,91530000757165982D,1,太平洋证券股份有限公司,b'NzU1MDA2ODQ5Nw=='
1755,601099,太平洋,91530000757165982D,1,太平洋证券股份有限公司,b'ODc5MDExODU0OA=='
1756,600879,航天电子,91420100177716821Q,1,航天时代电子技术股份有限公司,b'MDEwNTgzNTg1NA=='
1757,603043,广州酒家,91440101633208952W,1,广州酒家集团股份有限公司,b'MDI3NTY3NzkyMA=='
1758,603043,广州酒家,91440101633208952W,1,广州酒家集团股份有限公司,b'MDIwNTc4MzExNQ=='
1759,603043,广州酒家,91440101633208952W,1,广州酒家集团股份有限公司,b'MDIxMTI3MjcxMg=='
1760,603043,广州酒家,91440101633208952W,1,广州酒家集团股份有限公司,b'MDI4NTY3NDYyNQ=='
1761,603043,广州酒家,91440101633208952W,1,广州酒家集团股份有限公司,b'MDI4NjI1MTE1NA=='
1762,603043,广州酒家,91440101633208952W,1,广州酒家集团股份有限公司,b'MDEwNjEzOTMxNg=='
1763,600267,海正药业,91330000704676287N,1,浙江海正药业股份有限公司,b'MDI4Njc4OTQyMg=='
1764,600267,海正药业,91330000704676287N,1,浙江海正药业股份有限公司,b'MDIwMDA1MDIwNQ=='
1765,600267,海正药业,91330000704676287N,1,浙江海正药业股份有限公司,b'MDEwNjE3OTQ1NQ=='
1766,002437,誉衡药业,91230100718460989M,1,哈尔滨誉衡药业股份有限公司,b'NDU5MDIzNDAyMw=='
1767,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDEwNTA4Mw=='
1768,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'NzU1NjMzMTA1NQ=='
1769,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDQxMzc2OA=='
1770,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'MDI4Njc3MjQ0MA=='
1771,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDQxMzc2Nw=='
1772,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDQxMzc3MA=='
1773,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDQxMzc2OQ=='
1774,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'NTkxMjMxMTcxNg=='
1775,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'NzU1ODQ2MjUxOQ=='
1776,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDI3OTM2OQ=='
1777,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDQxMDY3Mg=='
1778,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'Nzk3MDI0NTI1Nw=='
1779,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'MDI5NDg3MjkzMw=='
1780,002763,汇洁股份,914403006658540006,1,深圳汇洁集团股份有限公司,b'NTEwMTk4NDI0MQ=='
1781,002663,普邦股份,91440101231229718W,1,广州普邦园林股份有限公司,b'MDIwMDAwNzM4Nw=='
1782,002663,普邦股份,91440101231229718W,1,广州普邦园林股份有限公司,b'NzcxMDg5ODU0MA=='
1783,002663,普邦股份,91440101231229718W,1,广州普邦园林股份有限公司,b'NzY5MDA4ODcxNw=='
1784,002663,普邦股份,91440101231229718W,1,广州普邦园林股份有限公司,b'MDI4Njc4MDUxNw=='
1785,002663,普邦股份,91440101231229718W,1,广州普邦园林股份有限公司,b'NTkxNTM4ODk1OA=='
1786,300573,兴齐眼药,912101001179988209,1,沈阳兴齐眼药股份有限公司,b'MDI0NDM0MDg4Ng=='
1787,300573,兴齐眼药,912101001179988209,1,沈阳兴齐眼药股份有限公司,b'MDIwODMyMDQ1Nw=='
1788,603177,德创环保,91330600779389434M,1,浙江德创环保科技股份有限公司,b'MDEwNjg0ODU0Mw=='
1789,300663,科蓝软件,91110302717741973K,1,北京科蓝软件系统股份有限公司,b'MDI1NTA1NDczMw=='
1790,300663,科蓝软件,91110302717741973K,1,北京科蓝软件系统股份有限公司,b'NzU1MDA4NDI5NA=='
1791,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'NzYwMzQ0OTE5NA=='
1792,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'NzkxMTQ5OTgwMw=='
1793,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'MzcxMjY1NzcwMw=='
1794,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'MDI3MjMyNzkxMQ=='
1795,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'Mzk1MDI5MjgzMw=='
1796,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'NzU1MDAzNzEyOA=='
1797,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'MDI4NjIzMzMzOA=='
1798,002431,棕榈股份,9144200061808674XE,1,棕榈生态城镇发展股份有限公司,b'NzU1MDEwNDk4Mw=='
1799,002373,千方科技,9111000074614377XB,1,北京千方科技股份有限公司,b'MDEwNzMwMzg3OQ=='
1800,300229,拓尔思,911100006000107204,1,拓尔思信息技术股份有限公司,b'MDIxMDExNjQwNw=='
1801,300229,拓尔思,911100006000107204,1,拓尔思信息技术股份有限公司,b'NzU1MDA4NTQ2Mw=='
1802,601226,华电重工,911100006835529627,1,华电重工股份有限公司,b'MzE1MTk5MzM5Mg=='
1803,601226,华电重工,911100006835529627,1,华电重工股份有限公司,b'NTE1MDUzMTc2MQ=='
1804,300367,东方网力,91110000721497432T,1,东方网力科技股份有限公司,b'MzExMzUxMjMyNQ=='
1805,300367,东方网力,91110000721497432T,1,东方网力科技股份有限公司,b'MDEwODMwMTY0OQ=='
1806,300367,东方网力,91110000721497432T,1,东方网力科技股份有限公司,b'MDIwMjQ1OTk3OQ=='
1807,300367,东方网力,91110000721497432T,1,东方网力科技股份有限公司,b'MDI3NjY5Mjg0NA=='
1808,300367,东方网力,91110000721497432T,1,东方网力科技股份有限公司,b'MDI5NDg3MTY1Mg=='
1809,300367,东方网力,91110000721497432T,1,东方网力科技股份有限公司,b'MzUxMTQ1MjM2MA=='
1810,000802,北京文化,91110000633694436R,1,北京京西文化旅游股份有限公司,b'MDEwODMxMjAwMg=='
1811,002687,乔治白,913300007315154541,1,浙江乔治白服饰股份有限公司,b'NzU1MDAyMjM4OA=='
1812,002687,乔治白,913300007315154541,1,浙江乔治白服饰股份有限公司,b'MDIwMDA2MjE3NQ=='
1813,002687,乔治白,913300007315154541,1,浙江乔治白服饰股份有限公司,b'NzMxMjAxMTc5MQ=='
1814,002687,乔治白,913300007315154541,1,浙江乔治白服饰股份有限公司,b'ODUxMTM3NDY1OA=='
1815,002687,乔治白,913300007315154541,1,浙江乔治白服饰股份有限公司,b'MDEwODQ5NjI2NA=='
